uri	pub	pub_copy	urlwd	idwd	mplace
http://lkg.org.pl/ns/lkg-core/F11_C140	Lang	Peter Lang	https://www.wikidata.org/wiki/Q669937	Q669937	Frankfurt am Main, Germany
http://lkg.org.pl/ns/lkg-core/F11_C701	Lausitzer Rundschau	Lausitzer Rundschau	https://www.wikidata.org/wiki/Q138719	Q138719	Cottbus, Germany
http://lkg.org.pl/ns/lkg-core/F11_C702	Le débat	Le Débat	https://www.wikidata.org/wiki/Q3222488	Q3222488	Paris, France
http://lkg.org.pl/ns/lkg-core/F11_C704	Lettera Internazionale	Lettre International	https://www.wikidata.org/wiki/Q1821242	Q1821242	Rome, Italy
http://lkg.org.pl/ns/lkg-core/F11_C705	Liberal-Demokratische Zeitung	Liberal-Demokratische Zeitung	https://www.wikidata.org/wiki/Q108612080	Q108612080	Halle, Germany
http://lkg.org.pl/ns/lkg-core/F11_C706	Lidová Demokracie	Lidová demokracie	https://www.wikidata.org/wiki/Q12033489	Q12033489	Prague, Czechia
http://lkg.org.pl/ns/lkg-core/F11_C142	Liesma	Liesma	https://www.wikidata.org/wiki/Q20563417	Q20563417	Riga, Latvia
http://lkg.org.pl/ns/lkg-core/F11_C143	List Taschenbuch	List-Taschenbuch	https://www.wikidata.org/wiki/Q131753237	Q131753237	Berlin, Germany
http://lkg.org.pl/ns/lkg-core/F11_C707	Listy	Listy	https://www.wikidata.org/wiki/Q918373	Q918373	Olomouc, Czechia
http://lkg.org.pl/ns/lkg-core/F11_C144	Lit Verlag	LIT Verlag	https://www.wikidata.org/wiki/Q1327220	Q1327220	Münster, Germany
http://lkg.org.pl/ns/lkg-core/F11_C708	Literatura	Literatura	https://www.wikidata.org/wiki/Q11761887	Q11761887	Warsaw, Poland
http://lkg.org.pl/ns/lkg-core/F11_C709	Literatūra ir menas	Literatūra ir menas	https://www.wikidata.org/wiki/Q16459222	Q16459222	Vilnius, Lithuania
http://lkg.org.pl/ns/lkg-core/F11_C710	Literatūra un Māksla	Literatūra un Māksla (Literature and Arts), weekly	https://www.wikidata.org/wiki/Q20530189	Q20530189	Riga, Latvia
http://lkg.org.pl/ns/lkg-core/F11_C711	Literárny týždenník	Literárny týždenník	https://www.wikidata.org/wiki/Q12770434	Q12770434	Bratislava, Slovakia
http://lkg.org.pl/ns/lkg-core/F11_C713	Literární noviny	Literární noviny	https://www.wikidata.org/wiki/Q1433430	Q1433430	Prague, Czechia
http://lkg.org.pl/ns/lkg-core/F11_C145	Lithos	Lithos	https://www.wikidata.org/wiki/Q3256566	Q3256566	Rome, Italy
http://lkg.org.pl/ns/lkg-core/F11_C146	Liverpool University Press	Liverpool University Press	https://www.wikidata.org/wiki/Q6658601	Q6658601	Liverpool, United Kingdom
http://lkg.org.pl/ns/lkg-core/F11_C715	Looming	Looming	https://www.wikidata.org/wiki/Q922218	Q922218	Tallinn, Estonia
http://lkg.org.pl/ns/lkg-core/F11_C148	Lulu Press	Lulu Press, Inc.	https://www.wikidata.org/wiki/Q1465172	Q1465172	United States, United States
http://lkg.org.pl/ns/lkg-core/F11_C717	Luna Monthly	Luna Monthly	https://www.wikidata.org/wiki/Q81197190	Q81197190	Oradell, United States
http://lkg.org.pl/ns/lkg-core/F11_C149	Luna Publications	Luna Publications	https://www.wikidata.org/wiki/Q6703583	Q6703583	Oradell, United States
http://lkg.org.pl/ns/lkg-core/F11_C718	Machina	Machina	https://www.wikidata.org/wiki/Q11765239	Q11765239	Warsaw, Poland
http://lkg.org.pl/ns/lkg-core/F11_C150	Macmillan	Macmillan Publishers	https://www.wikidata.org/wiki/Q2108217	Q2108217	Basingstoke, United Kingdom
http://lkg.org.pl/ns/lkg-core/F11_C151	Magnet-Press	Vydavatelství Magnet-Press	https://www.wikidata.org/wiki/Q123371797	Q123371797	Prague, Czechia
http://lkg.org.pl/ns/lkg-core/F11_C722	Magyar nemzet	Magyar Nemzet	https://www.wikidata.org/wiki/Q338921	Q338921	Budapest, Hungary
http://lkg.org.pl/ns/lkg-core/F11_C153	Marquard Media Polska	Marquard Media Polska	https://www.wikidata.org/wiki/Q11770477	Q11770477	Warsaw, Poland
http://lkg.org.pl/ns/lkg-core/F11_C723	Matematyka	Matematyka (czasopismo)	https://www.wikidata.org/wiki/Q11771310	Q11771310	Warsaw, Poland
http://lkg.org.pl/ns/lkg-core/F11_C154	Matthes & Seitz	Matthes & Seitz	https://www.wikidata.org/wiki/Q1909420	Q1909420	Munich, Germany
http://lkg.org.pl/ns/lkg-core/F11_C155	Max Niemeyer Verlag	Max Niemeyer Verlag	https://www.wikidata.org/wiki/Q1270338	Q1270338	Tübingen, Germany
http://lkg.org.pl/ns/lkg-core/F11_C156	McGill-Queen's University Press	McGill-Queen's University Press	https://www.wikidata.org/wiki/Q6801272	Q6801272	Ithaca, United States
http://lkg.org.pl/ns/lkg-core/F11_C724	Medycyna Praktyczna	Medycyna Praktyczna	https://www.wikidata.org/wiki/Q24525470	Q24525470	Warsaw, Poland
http://lkg.org.pl/ns/lkg-core/F11_C726	Merkur	Merkur	https://www.wikidata.org/wiki/Q895736	Q895736	Berlin, Germany
http://lkg.org.pl/ns/lkg-core/F11_C728	Metai	Metai	https://www.wikidata.org/wiki/Q12665189	Q12665189	Vilnius, Lithuania
http://lkg.org.pl/ns/lkg-core/F11_C729	Metall	Metall	https://www.wikidata.org/wiki/Q96324480	Q96324480	
